Suburb,Rooms,Type,Price,Method,Postcode,Propertycount,Distance,CouncilArea
Ringwood North,4,h,1005000,S,3134,3619,19.9,Manningham City Council
Ripponlea,2,u,558500,SP,3185,821,7.2,Port Phillip City Council
Roxburgh Park,3,h,393200,S,3064,5833,20.6,Hume City Council
Roxburgh Park,3,h,460000,S,3064,5833,20.6,Hume City Council
Roxburgh Park,3,h,490000,S,3064,5833,20.6,Hume City Council
Sandringham,4,h,1660000,S,3191,4497,15.2,Bayside City Council
Sandringham,4,h,1235000,S,3191,4497,15.2,Bayside City Council
Seabrook,4,h,590000,S,3028,1793,15.5,Hobsons Bay City Council
Seaford,4,h,870000,S,3198,8077,35.4,Frankston City Council
Seaford,4,h,880000,S,3198,8077,35.4,Frankston City Council
Seaholme,1,u,312000,S,3018,852,11,Hobsons Bay City Council
Seddon,2,h,945000,SP,3011,2417,5.1,Maribyrnong City Council
South Kingsville,3,t,730000,S,3015,984,6.2,Hobsons Bay City Council
South Melbourne,3,h,2200000,VB,3205,5943,1.9,Port Phillip City Council
South Melbourne,2,h,980000,VB,3205,5943,1.9,Port Phillip City Council
South Morang,4,h,,PI,3752,7969,20.5,Whittlesea City Council
South Morang,3,h,591000,S,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,,PI,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,561000,SP,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,612000,S,3752,7969,20.5,Whittlesea City Council
South Morang,3,h,690000,S,3752,7969,20.5,Whittlesea City Council
South Yarra,1,u,645000,S,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,1090000,S,3141,14887,2.7,Melbourne City Council
South Yarra,3,t,,S,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,570000,VB,3141,14887,2.7,Melbourne City Council
South Yarra,1,u,555000,S,3141,14887,2.7,Melbourne City Council
Southbank,2,u,732000,S,3006,8400,0.7,Melbourne City Council
Spotswood,4,h,1192000,S,3015,1223,6.2,Hobsons Bay City Council
St Albans,4,h,,SN,3021,14042,14,Brimbank City Council
St Albans,2,h,,SN,3021,14042,14,Brimbank City Council
St Kilda,1,u,481000,S,3182,13240,5,Port Phillip City Council
St Kilda,2,u,600000,VB,3182,13240,5,Port Phillip City Council
Strathmore,3,t,,SP,3041,3284,8.2,Moonee Valley City Council
Sunbury,2,u,360000,SP,3429,14092,31.7,Hume City Council
Sunbury,4,h,597000,S,3429,14092,31.7,Hume City Council
Sunbury,3,h,,SN,3429,14092,31.7,Hume City Council
Sunbury,3,h,475000,S,3429,14092,31.7,Hume City Council
Sunbury,3,h,495000,S,3429,14092,31.7,Hume City Council
Sunshine,3,t,590000,S,3020,3755,10.5,Brimbank City Council
Sunshine West,3,h,695000,S,3020,6763,10.5,Brimbank City Council
Sunshine West,3,h,760000,S,3020,6763,10.5,Brimbank City Council
Sunshine West,3,h,583500,S,3020,6763,10.5,Brimbank City Council
Surrey Hills,3,u,1050000,PI,3127,5457,10.2,Boroondara City Council
Sydenham,3,h,585000,S,3037,3640,18,Brimbank City Council
Tarneit,4,h,,SN,3029,10160,18.4,Wyndham City Council
Taylors Lakes,3,h,685000,S,3038,5336,15.5,Brimbank City Council
Taylors Lakes,3,h,693000,S,3038,5336,15.5,Brimbank City Council
Templestowe,4,h,,S,3106,6202,15.5,Manningham City Council
Templestowe Lower,3,h,1245000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,6,h,2000000,VB,3107,5420,12.4,Manningham City Council
Thomastown,3,h,867000,S,3074,7955,15.3,Whittlesea City Council
Thomastown,2,u,407000,S,3074,7955,15.3,Whittlesea City Council
Thomastown,3,h,590500,S,3074,7955,15.3,Whittlesea City Council
Thornbury,3,h,1000000,PI,3071,8870,7,Darebin City Council
Thornbury,3,h,891000,S,3071,8870,7,Darebin City Council
Tullamarine,3,h,615500,S,3043,3296,12.9,Brimbank City Council
Tullamarine,2,u,300000,SP,3043,3296,12.9,Brimbank City Council
Wantirna,4,h,908000,S,3152,5424,14.7,Knox City Council
Wantirna,4,h,850000,VB,3152,5424,14.7,Knox City Council
Wantirna,4,h,1200000,S,3152,5424,14.7,Knox City Council
Wantirna,3,h,,SN,3152,5424,14.7,Knox City Council
Wantirna South,5,h,1310000,S,3152,7082,14.7,Knox City Council
Wantirna South,4,h,930000,S,3152,7082,14.7,Knox City Council
Watsonia,2,u,686000,S,3087,2329,14.5,Banyule City Council
Watsonia North,4,h,,PI,3087,1442,14.5,Banyule City Council
Watsonia North,4,h,755000,S,3087,1442,14.5,Banyule City Council
Werribee,2,h,678000,S,3030,16166,14.7,Wyndham City Council
Werribee,4,h,645000,PI,3030,16166,14.7,Wyndham City Council
Werribee,4,h,482500,S,3030,16166,14.7,Wyndham City Council
Werribee,3,u,394000,PI,3030,16166,14.7,Wyndham City Council
Werribee,3,h,597000,S,3030,16166,14.7,Wyndham City Council
West Footscray,2,u,,SP,3012,5058,6.4,Maribyrnong City Council
West Footscray,4,h,1300000,SP,3012,5058,6.4,Maribyrnong City Council
Westmeadows,4,h,821000,S,3049,2474,16.5,Hume City Council
Westmeadows,3,h,,SP,3049,2474,16.5,Hume City Council
Westmeadows,3,h,635000,S,3049,2474,16.5,Hume City Council
Wheelers Hill,5,h,1095000,S,3150,7392,16.7,Monash City Council
Wheelers Hill,4,h,,PN,3150,7392,16.7,Monash City Council
Whittlesea,3,h,601000,S,3757,2170,35.5,Whittlesea City Council
Williamstown,3,h,1050000,VB,3016,6380,6.8,Hobsons Bay City Council
Williamstown,1,u,385000,SP,3016,6380,6.8,Hobsons Bay City Council
Williamstown,3,h,1285000,S,3016,6380,6.8,Hobsons Bay City Council
Windsor,2,u,560000,PI,3181,4380,4.6,Port Phillip City Council
Wollert,3,h,525300,S,3750,2940,25.5,Whittlesea City Council
Yarraville,2,h,750000,SP,3013,6543,6.3,Maribyrnong City Council
Yarraville,6,h,2450000,VB,3013,6543,6.3,Maribyrnong City Council
Yarraville,3,t,645000,SP,3013,6543,6.3,Maribyrnong City Council
Abbotsford,3,t,1120000,SP,3067,4019,3,Yarra City Council
Abbotsford,3,h,1100000,PI,3067,4019,3,Yarra City Council
Abbotsford,2,t,765000,S,3067,4019,3,Yarra City Council
Abbotsford,3,u,666000,PI,3067,4019,3,Yarra City Council
Abbotsford,2,u,930000,S,3067,4019,3,Yarra City Council
Airport West,2,u,,SS,3042,3464,10.4,Moonee Valley City Council
Airport West,3,h,770000,S,3042,3464,10.4,Moonee Valley City Council
Albanvale,3,h,,PI,3021,1899,14,Brimbank City Council
Albert Park,2,h,2000000,S,3206,3280,3,Port Phillip City Council
Albion,4,t,,PI,3020,2185,10.5,Brimbank City Council
Albion,3,h,755000,S,3020,2185,10.5,Brimbank City Council
Altona,4,h,889000,S,3018,5301,11,Hobsons Bay City Council
Altona North,3,t,765000,S,3025,5132,9.4,Hobsons Bay City Council
Altona North,4,h,1000000,SP,3025,5132,9.4,Hobsons Bay City Council
Altona North,3,h,476000,S,3025,5132,9.4,Hobsons Bay City Council
Altona North,2,t,587000,SP,3025,5132,9.4,Hobsons Bay City Council
Ardeer,3,h,,PI,3022,1281,12.8,Brimbank City Council
Ardeer,3,h,,PI,3022,1281,12.8,Brimbank City Council
Ardeer,2,u,440000,PI,3022,1281,12.8,Brimbank City Council
Armadale,3,u,,S,3143,4836,6.3,Stonnington City Council
Ascot Vale,3,h,1195000,S,3032,6567,4.3,Moonee Valley City Council
Ascot Vale,2,h,960000,PI,3032,6567,4.3,Moonee Valley City Council
Ascot Vale,3,h,1345000,S,3032,6567,4.3,Moonee Valley City Council
Ashburton,4,h,1650000,S,3147,3052,10.2,Boroondara City Council
Ashburton,3,t,1270000,S,3147,3052,10.2,Boroondara City Council
Ashwood,3,h,,S,3147,2894,10.2,Monash City Council
Ashwood,4,h,1340000,S,3147,2894,10.2,Monash City Council
Ashwood,2,u,697500,S,3147,2894,10.2,Monash City Council
Balaclava,2,u,,SN,3183,2952,6.4,Port Phillip City Council
Balwyn,4,h,,SP,3103,5682,7.9,Boroondara City Council
Balwyn North,3,h,,S,3104,7809,9.7,Boroondara City Council
Balwyn North,4,h,1550000,VB,3104,7809,9.7,Boroondara City Council
Balwyn North,5,t,1450000,VB,3104,7809,9.7,Boroondara City Council
Balwyn North,5,h,1955000,PI,3104,7809,9.7,Boroondara City Council
Balwyn North,3,h,,PI,3104,7809,9.7,Boroondara City Council
Balwyn North,5,h,1650000,VB,3104,7809,9.7,Boroondara City Council
Bentleigh,2,u,,SP,3204,6795,11.4,Glen Eira City Council
Bentleigh,3,h,1350000,S,3204,6795,11.4,Glen Eira City Council
Bentleigh East,3,h,1150000,VB,3165,10969,13.8,Glen Eira City Council
Bentleigh East,2,u,577000,S,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,t,1200000,VB,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,1210000,S,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,,PI,3165,10969,13.8,Glen Eira City Council
Berwick,3,h,730000,VB,3806,17093,35.2,Casey City Council
Black Rock,3,t,,PI,3193,2866,17.3,Bayside City Council
Black Rock,3,h,,PI,3193,2866,17.3,Bayside City Council
Blackburn,3,h,820000,S,3130,5713,13.4,Whitehorse City Council
Blackburn,4,h,2850000,PI,3130,5713,13.4,Whitehorse City Council
Blackburn,4,h,1600000,S,3130,5713,13.4,Whitehorse City Council
Blackburn South,3,h,950000,VB,3130,4387,13.4,Whitehorse City Council
Blackburn South,3,t,832500,S,3130,4387,13.4,Whitehorse City Council
Blackburn South,3,h,801000,S,3130,4387,13.4,Whitehorse City Council
Boronia,4,h,802000,S,3155,9704,25,Knox City Council
Box Hill,2,u,635000,PI,3128,4605,10.9,Whitehorse City Council
Box Hill,2,u,,PI,3128,4605,10.9,Whitehorse City Council
Braybrook,2,u,550000,S,3019,3589,8.6,Maribyrnong City Council
Briar Hill,4,h,,S,3088,1390,16.1,Banyule City Council
Brighton,2,t,900000,PI,3186,10579,10.5,Bayside City Council
Brighton,2,u,1195000,VB,3186,10579,10.5,Bayside City Council
Brighton East,3,u,,PN,3187,6938,10.3,Bayside City Council
Brighton East,4,h,,S,3187,6938,10.3,Bayside City Council
Broadmeadows,3,h,,PI,3047,4294,14,Hume City Council
Broadmeadows,2,t,,VB,3047,4294,14,Hume City Council
Broadmeadows,3,h,620000,VB,3047,4294,14,Hume City Council
Brooklyn,2,h,800000,SP,3012,962,6.4,Brimbank City Council
Brooklyn,3,t,680000,SP,3012,962,6.4,Brimbank City Council
Brunswick,2,h,900000,SP,3056,11918,5.2,Moreland City Council
Brunswick,1,u,506000,S,3056,11918,5.2,Moreland City Council
Brunswick,2,t,740000,S,3056,11918,5.2,Moreland City Council
Brunswick,2,h,1070000,PI,3056,11918,5.2,Moreland City Council
Brunswick,2,h,985000,S,3056,11918,5.2,Moreland City Council
Brunswick East,3,h,1600000,VB,3057,5533,4,Moreland City Council
Brunswick East,3,h,,S,3057,5533,4,Moreland City Council
Brunswick East,2,u,390500,S,3057,5533,4,Moreland City Council
Brunswick West,3,h,,SN,3055,7082,5.2,Moreland City Council
Bulleen,3,h,1000000,PI,3105,4480,10.8,Manningham City Council
Bundoora,3,h,693500,S,3083,10175,12.1,Banyule City Council
Bundoora,3,h,600000,S,3083,10175,12.1,Banyule City Council
Burwood,4,t,1150000,VB,3125,5678,10.4,Monash City Council
Burwood,5,h,1670000,S,3125,5678,10.4,Monash City Council
Burwood,4,t,1130000,S,3125,5678,10.4,Monash City Council
Burwood East,3,h,,PI,3151,4048,14.7,Whitehorse City Council
Burwood East,3,h,1060000,S,3151,4048,14.7,Whitehorse City Council
Burwood East,5,h,1468800,S,3151,4048,14.7,Whitehorse City Council
Camberwell,4,h,1900000,PI,3124,8920,7.7,Boroondara City Council
Camberwell,4,h,1800000,PI,3124,8920,7.7,Boroondara City Council
Camberwell,4,t,,VB,3124,8920,7.7,Boroondara City Council
Carlton,2,h,935000,S,3053,6786,1.6,Melbourne City Council
Carnegie,2,u,712000,S,3163,7822,10.1,Glen Eira City Council
Caulfield,3,t,,PN,3162,2379,8.7,Glen Eira City Council
Caulfield South,3,h,,SP,3162,5051,8.7,Glen Eira City Council
Caulfield South,3,h,1154000,S,3162,5051,8.7,Glen Eira City Council
Chadstone,3,t,785000,PI,3148,3582,11.7,Monash City Council
Chelsea,3,h,,SN,3196,3906,27,Kingston City Council
Cheltenham,3,t,925000,SP,3192,9758,17.9,Bayside City Council
Cheltenham,3,t,,SN,3192,9758,17.9,Bayside City Council
Cheltenham,3,h,1020000,VB,3192,9758,17.9,Bayside City Council
Clarinda,2,u,550000,SP,3169,2727,17.5,Kingston City Council
Clayton,4,h,1355000,S,3168,5837,16.7,Monash City Council
Clayton South,2,t,570000,PI,3169,4734,17.5,Kingston City Council
Clayton South,2,u,440000,PI,3169,4734,17.5,Kingston City Council
Clayton South,3,u,750000,S,3169,4734,17.5,Kingston City Council
Clayton South,3,h,841000,S,3169,4734,17.5,Kingston City Council
Clayton South,4,t,846000,S,3169,4734,17.5,Kingston City Council
Clifton Hill,3,t,940000,S,3068,2954,3.6,Yarra City Council
Clifton Hill,2,h,900000,S,3068,2954,3.6,Yarra City Council
Clifton Hill,6,h,2700000,VB,3068,2954,3.6,Yarra City Council
Coburg,2,h,945000,S,3058,11204,6.7,Darebin City Council
Coburg,3,h,900000,VB,3058,11204,6.7,Darebin City Council
Coburg,4,h,1200000,VB,3058,11204,6.7,Darebin City Council
Coburg,4,h,1351800,SP,3058,11204,6.7,Darebin City Council
Coburg,3,h,865000,S,3058,11204,6.7,Darebin City Council
Coburg,4,h,1100000,VB,3058,11204,6.7,Darebin City Council
Coburg,4,h,941000,S,3058,11204,6.7,Darebin City Council
Coburg North,3,h,900000,VB,3058,3445,6.7,Darebin City Council
Coburg North,2,h,750000,VB,3058,3445,6.7,Darebin City Council
Collingwood,4,u,,VB,3066,4553,2,Yarra City Council
Craigieburn,3,h,,PI,3064,15510,20.6,Hume City Council
Craigieburn,3,h,,PI,3064,15510,20.6,Hume City Council
Craigieburn,4,h,610000,S,3064,15510,20.6,Hume City Council
Craigieburn,4,h,565000,PI,3064,15510,20.6,Hume City Council
Craigieburn,4,h,,PI,3064,15510,20.6,Hume City Council
Craigieburn,3,h,550000,S,3064,15510,20.6,Hume City Council
Craigieburn,4,h,,PI,3064,15510,20.6,Hume City Council
Craigieburn,3,h,,PI,3064,15510,20.6,Hume City Council
Craigieburn,1,h,475000,S,3064,15510,20.6,Hume City Council
Craigieburn,2,h,441000,S,3064,15510,20.6,Hume City Council
Craigieburn,3,h,494000,S,3064,15510,20.6,Hume City Council
Craigieburn,5,h,,SP,3064,15510,20.6,Hume City Council
Craigieburn,3,h,632000,S,3064,15510,20.6,Hume City Council
Craigieburn,3,h,,SN,3064,15510,20.6,Hume City Council
Cranbourne East,4,h,,PI,3977,5462,34.7,Casey City Council
Cranbourne West,4,h,,SP,3977,4939,34.7,Casey City Council
Croydon,2,u,,SN,3136,11925,23,Maroondah City Council
Croydon Hills,3,h,780000,VB,3136,1705,23,Maroondah City Council
Croydon South,3,h,720000,S,3136,1863,23,Maroondah City Council
Dallas,4,h,,PI,3047,2246,14,Hume City Council
Dallas,3,h,477000,S,3047,2246,14,Hume City Council
Dandenong,3,t,,PI,3175,10894,24.7,Greater Dandenong City Council
Dandenong North,3,h,,PI,3175,8322,24.7,Greater Dandenong City Council
Dandenong North,4,h,700000,SP,3175,8322,24.7,Greater Dandenong City Council
Delahey,4,h,720000,S,3037,2898,18,Brimbank City Council
Delahey,3,u,408000,S,3037,2898,18,Brimbank City Council
Diamond Creek,3,u,585000,SP,3089,4258,21.8,Nillumbik Shire Council
Dingley Village,4,h,1087500,S,3172,3940,22.2,Kingston City Council
Doncaster,4,h,1270000,SP,3108,9028,12.4,Manningham City Council
Doncaster,4,h,1110000,S,3108,9028,12.4,Manningham City Council
Doncaster,4,h,1350000,PI,3108,9028,12.4,Manningham City Council
Doncaster East,5,h,1650000,PI,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,1250000,PI,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,1376000,S,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,1200000,VB,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,,PN,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,1200000,S,3109,10999,14.3,Manningham City Council
Doncaster East,3,h,882000,S,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,1197500,S,3109,10999,14.3,Manningham City Council
Doreen,3,h,520000,S,3754,7254,25.9,Nillumbik Shire Council
Doreen,3,h,600000,SP,3754,7254,25.9,Nillumbik Shire Council
Doreen,4,h,607000,SP,3754,7254,25.9,Nillumbik Shire Council
Doreen,3,h,,PI,3754,7254,25.9,Nillumbik Shire Council
Doveton,3,h,,SP,3177,3533,28.8,Casey City Council
Doveton,3,h,490000,PI,3177,3533,28.8,Casey City Council
Elsternwick,3,h,1280000,S,3185,4898,7.2,Glen Eira City Council
Elwood,1,u,326000,PI,3184,8989,7.2,Port Phillip City Council
Elwood,2,u,,S,3184,8989,7.2,Port Phillip City Council
Endeavour Hills,3,h,633000,S,3802,8443,28.5,Casey City Council
Epping,3,h,618000,SP,3076,10926,19.6,Whittlesea City Council
Epping,3,h,576500,S,3076,10926,19.6,Whittlesea City Council
Epping,4,h,,PI,3076,10926,19.6,Whittlesea City Council
Epping,2,t,,PI,3076,10926,19.6,Whittlesea City Council
Epping,5,h,970000,S,3076,10926,19.6,Whittlesea City Council
Epping,4,h,600000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,590000,PI,3076,10926,19.6,Whittlesea City Council
Epping,3,h,,PI,3076,10926,19.6,Whittlesea City Council
Epping,3,h,543000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,,PI,3076,10926,19.6,Whittlesea City Council
Epping,3,h,542000,S,3076,10926,19.6,Whittlesea City Council
Epping,4,h,625000,PI,3076,10926,19.6,Whittlesea City Council
Essendon,3,h,1455000,S,3040,9264,7.5,Moonee Valley City Council
Essendon,2,t,770000,VB,3040,9264,7.5,Moonee Valley City Council
Essendon,2,u,445000,S,3040,9264,7.5,Moonee Valley City Council
Essendon,3,h,1190000,S,3040,9264,7.5,Moonee Valley City Council
Fairfield,2,u,600000,VB,3078,2970,5.7,Darebin City Council
Fawkner,3,t,620000,SP,3060,5070,13.1,Hume City Council
Fawkner,3,t,,SN,3060,5070,13.1,Hume City Council
Fitzroy,2,h,,S,3065,5825,2.1,Yarra City Council
Fitzroy,1,u,600000,S,3065,5825,2.1,Yarra City Council
Fitzroy,3,t,1157000,S,3065,5825,2.1,Yarra City Council
Fitzroy North,3,h,1350000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,3,h,1210000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,3,h,1995000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,5,h,2125000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,2,h,,PI,3068,6244,3.6,Moreland City Council
Flemington,2,h,850000,VB,3031,3593,3.4,Melbourne City Council
Forest Hill,3,h,1050000,VB,3131,4385,15.4,Whitehorse City Council
Forest Hill,3,h,870000,S,3131,4385,15.4,Whitehorse City Council
Frankston,3,h,715000,PI,3199,17055,38,Frankston City Council
Frankston,3,h,637500,S,3199,17055,38,Frankston City Council
Frankston South,4,h,850000,PI,3199,7566,38,Frankston City Council
Gladstone Park,3,h,662000,S,3043,3285,12.9,Hume City Council
Gladstone Park,3,h,,PI,3043,3285,12.9,Hume City Council
Glen Huntly,3,h,1510000,S,3163,2403,10.1,Glen Eira City Council
Glen Iris,2,u,507500,S,3146,10412,7.3,Boroondara City Council
Glen Iris,2,u,795500,S,3146,10412,7.3,Boroondara City Council
Glen Waverley,4,h,,PI,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,,W,3150,15321,16.7,Monash City Council
Glenroy,2,u,462000,S,3046,8870,11.2,Moreland City Council
Glenroy,3,t,685000,SP,3046,8870,11.2,Moreland City Council
Glenroy,3,h,725000,S,3046,8870,11.2,Moreland City Council
Glenroy,3,h,630000,S,3046,8870,11.2,Moreland City Council
Glenroy,3,h,901000,S,3046,8870,11.2,Moreland City Council
Gowanbrae,4,h,691000,S,3043,1071,12.9,Moreland City Council
Greensborough,5,h,891000,S,3088,8524,16.1,Banyule City Council
Hampton,4,t,,S,3188,5454,13.8,Bayside City Council
Hampton Park,4,h,700000,VB,3976,8256,33.3,Casey City Council
Hawthorn,1,u,370000,VB,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,440000,VB,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,500000,PI,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,705000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,3,h,,S,3122,11308,5.3,Boroondara City Council
Hawthorn East,3,h,,S,3123,6482,6.2,Boroondara City Council
Heathmont,4,t,,S,3135,3794,21.3,Maroondah City Council
Heidelberg Heights,3,u,,S,3081,2947,8.8,Banyule City Council
Heidelberg Heights,4,h,1140000,S,3081,2947,8.8,Banyule City Council
Heidelberg Heights,3,u,683000,SP,3081,2947,8.8,Banyule City Council
Highett,4,h,,SP,3190,4794,16,Bayside City Council
Highett,3,h,975000,PI,3190,4794,16,Bayside City Council
Highett,3,t,,SN,3190,4794,16,Bayside City Council
Hillside,3,h,1600000,SP,3037,5556,18,Brimbank City Council
Hillside,5,h,,W,3037,5556,18,Brimbank City Council
Hoppers Crossing,3,h,495000,SP,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,4,h,,VB,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,460000,S,3029,13830,18.4,Wyndham City Council
Ivanhoe,4,h,1030000,VB,3079,5549,7.8,Banyule City Council
Keilor Downs,4,h,750000,VB,3038,3656,15.5,Brimbank City Council
Keilor East,3,t,732000,S,3033,5629,11.7,Brimbank City Council
Keilor East,3,h,1010000,S,3033,5629,11.7,Brimbank City Council
Keilor East,2,u,500000,VB,3033,5629,11.7,Brimbank City Council
Keilor East,3,h,930000,S,3033,5629,11.7,Brimbank City Council
Kensington,3,t,930000,SP,3031,5263,3.4,Melbourne City Council
Kensington,3,t,1035700,SP,3031,5263,3.4,Melbourne City Council
Kensington,3,t,952500,SP,3031,5263,3.4,Melbourne City Council
Kew,4,h,4400000,PI,3101,10331,5.4,Boroondara City Council
Kew,3,t,1190000,S,3101,10331,5.4,Boroondara City Council
Kew,4,h,,VB,3101,10331,5.4,Boroondara City Council
Kew East,2,h,768000,S,3102,2671,7.3,Boroondara City Council
Kew East,2,h,1125000,VB,3102,2671,7.3,Boroondara City Council
Keysborough,2,u,508000,S,3173,8459,25.2,Greater Dandenong City Council
Kilsyth,3,h,,VB,3137,4654,26,Maroondah City Council
Kilsyth South,5,h,1280000,S,3137,962,26,Maroondah City Council
Knoxfield,3,h,820000,S,3180,2949,23.3,Knox City Council
Kurunjang,3,h,428500,S,3337,3553,31.7,Melton City Council
Lalor,3,h,630000,SP,3075,8279,16.3,Whittlesea City Council
Lalor,4,h,,PI,3075,8279,16.3,Whittlesea City Council
Lalor,2,u,404000,S,3075,8279,16.3,Whittlesea City Council
Lalor,4,h,857000,S,3075,8279,16.3,Whittlesea City Council
Laverton,4,h,475000,S,3028,2004,15.5,Hobsons Bay City Council
Macleod,5,h,,PI,3085,4168,12.7,Banyule City Council
Maidstone,2,u,640000,S,3012,3873,6.4,Maribyrnong City Council
Malvern East,4,h,,S,3145,8801,8.4,Stonnington City Council
Malvern East,3,u,,S,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,1375000,S,3145,8801,8.4,Stonnington City Council
Malvern East,2,h,,VB,3145,8801,8.4,Stonnington City Council
Manor Lakes,4,h,,PI,3024,2591,27.2,Wyndham City Council
Maribyrnong,3,t,690000,SP,3032,4918,4.3,Maribyrnong City Council
Maribyrnong,6,h,1400000,PI,3032,4918,4.3,Maribyrnong City Council
Meadow Heights,3,h,465000,PI,3048,4704,17.4,Hume City Council
Melbourne,1,u,405000,S,3000,17496,0,Melbourne City Council
Melbourne,3,u,840000,SP,3000,17496,0,Melbourne City Council
Melbourne,2,u,615000,S,3000,17496,0,Melbourne City Council
Melbourne,1,u,692000,S,3000,17496,0,Melbourne City Council
Melbourne,2,u,686000,S,3000,17496,0,Melbourne City Council
Melbourne,3,u,,PI,3000,17496,0,Melbourne City Council
Melbourne,1,u,310000,VB,3000,17496,0,Melbourne City Council
Melton,3,h,470000,S,3337,3600,31.7,Melton City Council
Melton South,3,h,376000,S,3338,4718,29.8,Melton City Council
Melton West,3,h,435500,S,3337,6065,31.7,Melton City Council
Mentone,5,h,1500000,S,3194,6162,20,Kingston City Council
Mentone,2,h,870000,S,3194,6162,20,Kingston City Council
Mentone,3,t,1005000,SP,3194,6162,20,Kingston City Council
Mernda,4,h,,W,3754,5812,25.9,Whittlesea City Council
Mernda,4,h,550000,VB,3754,5812,25.9,Whittlesea City Council
Mernda,4,h,685000,S,3754,5812,25.9,Whittlesea City Council
Mernda,3,h,535000,SP,3754,5812,25.9,Whittlesea City Council
Mernda,3,h,,SN,3754,5812,25.9,Whittlesea City Council
Middle Park,4,h,,S,3206,2019,3,Port Phillip City Council
Mill Park,3,h,645000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,1090000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,,PI,3082,10529,17.9,Whittlesea City Council
Mitcham,3,h,625000,SA,3132,6871,17.2,Whitehorse City Council
Mitcham,4,h,985000,S,3132,6871,17.2,Whitehorse City Council
Mitcham,3,u,805000,S,3132,6871,17.2,Whitehorse City Council
Mont Albert,4,h,1875000,VB,3127,2079,10.2,Boroondara City Council
Montmorency,3,t,820000,S,3094,3891,16.2,Banyule City Council
Montmorency,4,h,1850000,S,3094,3891,16.2,Banyule City Council
Montmorency,3,h,760000,VB,3094,3891,16.2,Banyule City Council
Moonee Ponds,4,h,2350000,S,3039,6232,6.2,Moonee Valley City Council
Moorabbin,5,h,1200000,S,3189,2555,14.3,Kingston City Council
Mordialloc,2,u,613000,S,3195,3650,21.5,Kingston City Council
Mordialloc,1,u,,PI,3195,3650,21.5,Kingston City Council
Mount Waverley,3,h,1000000,PI,3149,13366,14.2,Monash City Council
Mount Waverley,3,h,1315000,S,3149,13366,14.2,Monash City Council
Mount Waverley,3,u,787000,S,3149,13366,14.2,Monash City Council
Mount Waverley,3,h,1260000,VB,3149,13366,14.2,Monash City Council
Mulgrave,3,h,1005000,S,3170,7113,18.8,Monash City Council
Narre Warren,4,h,668500,S,3805,9376,34.1,Casey City Council
Niddrie,3,h,970000,VB,3042,2291,10.4,Moonee Valley City Council
Noble Park,3,h,,PN,3174,11806,22.7,Greater Dandenong City Council
North Melbourne,2,h,,SN,3051,6821,1.8,Melbourne City Council
Northcote,2,u,540000,S,3070,11364,5.3,Darebin City Council
Northcote,4,h,2100000,VB,3070,11364,5.3,Darebin City Council
Northcote,3,t,877500,S,3070,11364,5.3,Darebin City Council
Northcote,4,h,2420000,S,3070,11364,5.3,Darebin City Council
Northcote,2,h,711000,S,3070,11364,5.3,Darebin City Council
Notting Hill,4,h,,W,3168,902,16.7,Monash City Council
Nunawading,3,u,,SP,3131,4973,15.4,Manningham City Council
Nunawading,3,h,1620000,S,3131,4973,15.4,Manningham City Council
Nunawading,3,h,,SP,3131,4973,15.4,Manningham City Council
Nunawading,3,h,,VB,3131,4973,15.4,Manningham City Council
Oak Park,2,u,440000,S,3046,2651,11.2,Moreland City Council
Oakleigh,3,h,1500000,PI,3166,3224,12.3,Monash City Council
Oakleigh,2,u,660000,S,3166,3224,12.3,Monash City Council
Oakleigh,2,h,,VB,3166,3224,12.3,Monash City Council
