Rooms,Price,Postcode,Propertycount,Distance
4,,3194,6162,20
1,,3194,6162,20
2,872000,3194,6162,20
3,,3194,6162,20
3,500000,3754,5812,25.9
4,,3754,5812,25.9
3,560000,3754,5812,25.9
5,590000,3754,5812,25.9
4,,3064,1158,20.6
4,782000,3082,10529,17.9
4,,3082,10529,17.9
2,545000,3132,6871,17.2
5,1185000,3132,6871,17.2
3,1050000,3132,6871,17.2
3,785000,3094,3891,16.2
3,700000,3094,3891,16.2
2,,3039,6232,6.2
2,525000,3039,6232,6.2
4,1300000,3189,2555,14.3
2,578000,3189,2555,14.3
4,1000000,3189,2555,14.3
3,939000,3189,2555,14.3
4,,3149,13366,14.2
5,,3149,13366,14.2
4,,3149,13366,14.2
3,775000,3149,13366,14.2
3,855000,3170,7113,18.8
3,792500,3170,7113,18.8
3,756000,3170,7113,18.8
3,825000,3170,7113,18.8
3,850000,3170,7113,18.8
1,285000,3163,4442,10.1
2,622500,3015,5498,6.2
3,1330000,3015,5498,6.2
2,740000,3015,5498,6.2
3,850000,3042,2291,10.4
2,640000,3042,2291,10.4
3,,3174,11806,22.7
2,620000,3051,6821,1.8
2,900000,3070,11364,5.3
1,,3070,11364,5.3
2,750000,3070,11364,5.3
2,,3070,11364,5.3
3,1100000,3070,11364,5.3
3,1410000,3070,11364,5.3
3,845000,3070,11364,5.3
3,1160000,3070,11364,5.3
3,,3131,4973,15.4
3,,3046,2651,11.2
4,,3166,3224,12.3
3,1335000,3166,3224,12.3
2,550000,3166,3224,12.3
3,703000,3167,3692,15.5
3,890000,3167,3692,15.5
2,830000,3167,3692,15.5
3,,3204,3578,11.4
2,837000,3204,3578,11.4
5,,3195,5087,21.5
4,1200000,3195,5087,21.5
2,685000,3044,7485,8.5
3,820000,3044,7485,8.5
2,555000,3044,7485,8.5
4,930000,3044,7485,8.5
4,905000,3044,7485,8.5
4,1900000,3090,777,20.1
4,680000,3030,15542,14.7
4,,3030,15542,14.7
4,,3030,15542,14.7
2,580000,3181,7717,4.6
2,542000,3181,7717,4.6
2,,3181,7717,4.6
2,,3181,7717,4.6
2,628000,3181,7717,4.6
3,,3181,7717,4.6
2,520000,3072,14577,8.4
3,935000,3072,14577,8.4
2,525000,3072,14577,8.4
3,,3072,14577,8.4
3,555000,3072,14577,8.4
3,872500,3073,21650,12
2,780000,3073,21650,12
3,815000,3073,21650,12
2,,3073,21650,12
3,790000,3073,21650,12
2,450000,3073,21650,12
1,350000,3073,21650,12
3,560000,3073,21650,12
3,605000,3073,21650,12
3,820000,3073,21650,12
3,834500,3073,21650,12
2,790000,3121,14949,2.4
3,1505000,3121,14949,2.4
3,,3121,14949,2.4
3,,3121,14949,2.4
4,2155000,3121,14949,2.4
2,,3134,7785,19.9
3,1013000,3134,7785,19.9
4,,3135,4407,21.3
2,595000,3135,4407,21.3
3,,3135,4407,21.3
2,630000,3135,4407,21.3
4,772000,3178,11667,23.5
2,389000,3064,5833,20.6
4,560000,3064,5833,20.6
4,466000,3064,5833,20.6
3,,3191,4497,15.2
5,3050000,3191,4497,15.2
4,,3179,2206,22.2
3,790000,3198,8077,35.4
3,835000,3015,984,6.2
4,746500,3752,7969,20.5
4,,3752,7969,20.5
2,1055000,3141,14887,2.7
2,,3141,14887,2.7
2,,3141,14887,2.7
1,410000,3006,8400,0.7
3,1170000,3015,1223,6.2
3,865000,3015,1223,6.2
2,605000,3171,7412,20.8
4,760000,3021,14042,14
2,570500,3021,14042,14
2,763500,3182,13240,5
1,428000,3182,13240,5
4,1926000,3182,13240,5
3,845000,3041,3284,8.2
4,582500,3429,14092,31.7
3,,3429,14092,31.7
3,,3020,3755,10.5
3,450000,3020,4217,10.5
2,442500,3020,4217,10.5
3,2165000,3127,5457,10.2
3,,3029,10160,18.4
3,,3029,10160,18.4
4,630000,3038,5336,15.5
4,1150000,3106,6202,15.5
5,,3106,6202,15.5
4,1250000,3106,6202,15.5
5,1375000,3107,5420,12.4
4,1050000,3107,5420,12.4
3,765000,3154,1690,27
3,550000,3074,7955,15.3
3,535000,3074,7955,15.3
4,772000,3074,7955,15.3
3,665000,3074,7955,15.3
4,685500,3074,7955,15.3
3,635000,3074,7955,15.3
2,550000,3071,8870,7
2,760000,3071,8870,7
3,636000,3043,3296,12.9
4,,3152,5424,14.7
2,652000,3152,7082,14.7
3,900000,3152,7082,14.7
3,504000,3030,16166,14.7
4,690000,3030,16166,14.7
3,504000,3030,16166,14.7
3,,3030,16166,14.7
2,,3012,5058,6.4
3,675000,3012,5058,6.4
3,1000000,3012,5058,6.4
6,933000,3049,2474,16.5
3,921000,3150,7392,16.7
4,918000,3150,7392,16.7
4,1035000,3150,7392,16.7
5,,3150,7392,16.7
3,,3016,6380,6.8
1,305000,3016,6380,6.8
4,,3750,2940,25.5
3,,3750,2940,25.5
3,610000,3750,2940,25.5
3,,3750,2940,25.5
3,542000,3024,5262,27.2
3,,3024,5262,27.2
3,,3013,6543,6.3
3,820000,3042,3464,10.4
3,2030000,3206,3280,3
3,1740000,3206,3280,3
5,,3078,2211,5.7
3,1485000,3078,2211,5.7
3,740000,3018,5301,11
4,931000,3018,5301,11
2,292000,3025,5132,9.4
3,640000,3025,5132,9.4
3,435000,3022,1281,12.8
3,531000,3022,1281,12.8
2,577000,3143,4836,6.3
3,,3143,4836,6.3
2,,3143,4836,6.3
3,2865000,3143,4836,6.3
5,2810000,3143,4836,6.3
2,565000,3143,4836,6.3
1,567000,3143,4836,6.3
3,965000,3032,6567,4.3
3,1215000,3032,6567,4.3
2,545000,3032,6567,4.3
4,1800000,3032,6567,4.3
3,840000,3032,6567,4.3
3,1320000,3147,3052,10.2
3,1650000,3147,3052,10.2
3,,3147,2894,10.2
3,830000,3147,2894,10.2
3,,3147,2894,10.2
5,,3195,2824,21.5
3,780000,3195,2243,21.5
3,642000,3034,4502,9.5
3,730000,3034,4502,9.5
3,863000,3034,4502,9.5
3,740000,3034,4502,9.5
2,497500,3183,2952,6.4
2,730000,3103,5682,7.9
4,1530000,3103,5682,7.9
3,,3103,5682,7.9
5,3900000,3103,5682,7.9
3,1500000,3103,5682,7.9
3,1850000,3103,5682,7.9
4,,3104,7809,9.7
3,2000000,3104,7809,9.7
4,2155000,3104,7809,9.7
3,1225000,3104,7809,9.7
4,2150000,3104,7809,9.7
3,1770000,3104,7809,9.7
2,660000,3153,3598,23.2
2,665000,3193,5366,17.3
4,1550000,3193,5366,17.3
5,1450000,3193,5366,17.3
5,1500000,3193,5366,17.3
2,555000,3193,5366,17.3
3,1480000,3193,5366,17.3
3,1535000,3204,6795,11.4
3,,3204,6795,11.4
3,1450000,3204,6795,11.4
4,1281000,3204,6795,11.4
3,1096000,3204,6795,11.4
5,1385000,3204,6795,11.4
3,517500,3204,6795,11.4
4,1245000,3204,6795,11.4
4,1330000,3204,6795,11.4
2,503000,3204,6795,11.4
4,2620000,3204,6795,11.4
3,780000,3165,10969,13.8
3,,3165,10969,13.8
4,1015000,3165,10969,13.8
4,1200000,3165,10969,13.8
3,830000,3165,10969,13.8
3,1241000,3165,10969,13.8
4,1255000,3165,10969,13.8
4,1025000,3165,10969,13.8
3,1320000,3165,10969,13.8
3,870000,3165,10969,13.8
5,,3165,10969,13.8
4,1472500,3165,10969,13.8
5,815000,3806,17093,35.2
4,3700000,3193,2866,17.3
4,1520000,3193,2866,17.3
4,1750000,3193,2866,17.3
5,,3193,2866,17.3
3,,3130,5713,13.4
2,645000,3130,5713,13.4
2,525000,3130,5713,13.4
2,707000,3130,5713,13.4
3,,3130,2867,13.4
4,1035000,3130,2867,13.4
2,587000,3130,2867,13.4
4,1260000,3130,4387,13.4
3,805000,3130,4387,13.4
3,860000,3130,4387,13.4
3,965000,3130,4387,13.4
3,,3130,4387,13.4
3,878000,3130,4387,13.4
3,770000,3196,2887,27
3,705000,3196,2887,27
2,560000,3128,4605,10.9
3,,3128,4605,10.9
3,697500,3019,3589,8.6
3,592000,3088,1390,16.1
3,1352500,3186,10579,10.5
3,2030000,3186,10579,10.5
5,3105000,3186,10579,10.5
3,1171000,3186,10579,10.5
2,1400000,3186,10579,10.5
2,940000,3186,10579,10.5
4,,3186,10579,10.5
4,,3187,6938,10.3
5,,3187,6938,10.3
3,1420000,3187,6938,10.3
3,,3187,6938,10.3
3,892000,3012,962,6.4
2,,3012,962,6.4
2,465000,3056,11918,5.2
2,810000,3056,11918,5.2
1,772000,3056,11918,5.2
3,1210000,3056,11918,5.2
4,1755000,3056,11918,5.2
3,691500,3056,11918,5.2
2,1073000,3056,11918,5.2
3,1080000,3056,11918,5.2
3,,3057,5533,4
2,,3057,5533,4
1,290000,3057,5533,4
2,440000,3055,7082,5.2
2,816000,3055,7082,5.2
3,680000,3083,10175,12.1
3,782000,3083,10175,12.1
4,,3083,10175,12.1
4,,3083,10175,12.1
3,,3083,10175,12.1
3,641500,3083,10175,12.1
4,1000000,3083,10175,12.1
5,725000,3023,1607,14.8
3,702000,3125,5678,10.4
2,,3125,5678,10.4
3,852000,3151,4048,14.7
3,481000,3023,2674,14.8
4,,3023,2674,14.8
4,,3023,2674,14.8
4,2000000,3124,8920,7.7
2,706000,3124,8920,7.7
5,2250000,3124,8920,7.7
5,2740000,3124,8920,7.7
4,,3124,8920,7.7
4,,3124,8920,7.7
5,,3124,8920,7.7
2,,3124,8920,7.7
4,1500000,3124,8920,7.7
4,1420000,3126,3265,8.4
4,2345000,3053,6786,1.6
2,1117000,3053,6786,1.6
2,400000,3053,6786,1.6
3,,3054,3106,3.5
3,1516000,3163,7822,10.1
2,,3163,7822,10.1
2,468250,3163,7822,10.1
3,1716000,3163,7822,10.1
3,,3201,8060,34.9
1,400000,3161,6923,7.8
4,2170000,3161,6923,7.8
2,500000,3162,5051,8.7
3,,3148,3582,11.7
4,881000,3148,3582,11.7
3,775000,3196,3906,27
3,481000,3196,3906,27
3,666000,3196,2076,27
4,,3196,2076,27
4,,3192,9758,17.9
2,585000,3192,9758,17.9
3,801000,3192,9758,17.9
3,,3168,5837,16.7
3,720000,3169,4734,17.5
2,1270000,3068,2954,3.6
2,640000,3068,2954,3.6
1,241000,3058,11204,6.7
2,,3058,11204,6.7
4,1331000,3058,11204,6.7
3,,3058,11204,6.7
1,1007000,3058,11204,6.7
2,981000,3058,11204,6.7
2,570000,3058,11204,6.7
2,,3058,11204,6.7
2,500000,3058,11204,6.7
1,328000,3058,11204,6.7
3,,3058,3445,6.7
4,,3064,15510,20.6
3,,3064,15510,20.6
2,,3064,15510,20.6
3,,3064,15510,20.6
3,412000,3977,5462,34.7
3,590000,3136,11925,23
4,879000,3136,11925,23
4,750000,3136,1705,23
5,791333,3136,2985,23
3,480000,3047,2246,14
3,875000,3175,10894,24.7
2,419000,3175,10894,24.7
3,594000,3175,10894,24.7
4,760000,3175,8322,24.7
5,,3103,892,7.9
4,,3103,892,7.9
3,430000,3023,6388,14.8
4,432000,3023,6388,14.8
5,1085000,3030,2276,14.7
5,860000,3172,3940,22.2
3,550000,3172,3940,22.2
3,720500,3172,3940,22.2
3,826000,3108,9028,12.4
3,900000,3108,9028,12.4
3,888000,3108,9028,12.4
3,1025000,3109,10999,14.3
3,1011000,3109,10999,14.3
2,497500,3109,10999,14.3
4,1238000,3109,10999,14.3
4,1410000,3109,10999,14.3
4,920000,3109,10999,14.3
3,1650000,3109,10999,14.3
4,1060000,3109,10999,14.3
2,635000,3109,10999,14.3
4,1300000,3109,10999,14.3
3,740000,3111,4790,16.1
4,,3084,1651,8.9
4,2309000,3084,1651,8.9
2,765000,3002,3040,1.3
1,425000,3002,3040,1.3
3,1560000,3002,3040,1.3
2,,3196,2546,27
4,930000,3196,2546,27
3,,3095,6990,18
3,680100,3095,6990,18
4,760000,3095,6990,18
3,1115000,3095,2346,18
4,1088000,3095,2346,18
2,,3184,8989,7.2
2,572500,3184,8989,7.2
3,1925000,3184,8989,7.2
4,,3802,8443,28.5
4,,3076,10926,19.6
4,510000,3076,10926,19.6
3,525000,3076,10926,19.6
3,1290000,3040,9264,7.5
2,,3040,9264,7.5
2,953000,3040,9264,7.5
3,1100000,3040,9264,7.5
3,820000,3040,9264,7.5
4,1270000,3040,9264,7.5
3,1445000,3040,9264,7.5
4,1113000,3040,9264,7.5
2,370000,3040,9264,7.5
3,780000,3041,1308,8.2
2,545000,3078,2970,5.7
3,1145000,3078,2970,5.7
3,1375000,3078,2970,5.7
3,492000,3060,5070,13.1
4,626000,3060,5070,13.1
4,,3065,5825,2.1
2,602000,3068,6244,3.6
2,650000,3068,6244,3.6
5,,3068,6244,3.6
2,1283000,3068,6244,3.6
3,1450000,3068,6244,3.6
2,1325000,3068,6244,3.6
3,,3031,3593,3.4
3,,3031,3593,3.4
2,535000,3011,7570,5.1
2,,3011,7570,5.1
3,757000,3011,7570,5.1
4,1450000,3011,7570,5.1
3,670000,3199,17055,38
4,630000,3199,17055,38
3,571000,3199,17055,38
3,557000,3199,17055,38
4,688000,3199,7566,38
3,1029000,3199,7566,38
4,2200000,3185,534,7.2
4,,3043,3285,12.9
4,,3146,10412,7.3
3,1950000,3146,10412,7.3
3,1310000,3146,10412,7.3
3,1931000,3146,10412,7.3
4,1528800,3146,10412,7.3
4,2000000,3146,10412,7.3
2,1250000,3146,10412,7.3
4,,3150,15321,16.7
5,,3150,15321,16.7
4,,3150,15321,16.7
5,,3150,15321,16.7
4,1615000,3150,15321,16.7
3,,3150,15321,16.7
4,1331000,3150,15321,16.7
3,530000,3150,15321,16.7
4,,3150,15321,16.7
3,660000,3046,8870,11.2
2,675000,3046,8870,11.2
3,600000,3046,8870,11.2
3,607000,3046,8870,11.2
2,382000,3046,8870,11.2
3,722000,3046,8870,11.2
5,980000,3088,8524,16.1
3,745000,3088,8524,16.1
2,518000,3088,8524,16.1
3,701000,3088,8524,16.1
3,,3059,4864,20.4
4,722000,3059,4864,20.4
4,,3059,4864,20.4
4,535000,3059,4864,20.4
4,690000,3059,4864,20.4
3,1880000,3188,5454,13.8
3,1800000,3188,5454,13.8
3,2439500,3188,5454,13.8
4,2250000,3188,5454,13.8
4,1416000,3188,2356,13.8
4,1200000,3188,2356,13.8
3,865000,3188,2356,13.8
3,,3188,2356,13.8
3,1300000,3188,2356,13.8
4,556000,3976,8256,33.3
3,1400000,3122,11308,5.3
1,370000,3122,11308,5.3
2,627500,3122,11308,5.3
3,,3122,11308,5.3
2,710000,3122,11308,5.3
1,485000,3122,11308,5.3
1,310000,3122,11308,5.3
3,3120000,3122,11308,5.3
1,393000,3122,11308,5.3
2,,3123,6482,6.2
2,1100000,3123,6482,6.2
3,465000,3081,2674,8.8
3,675000,3081,2674,8.8
4,1508000,3190,4794,16
3,1150000,3190,4794,16
4,521000,3037,5556,18
4,468500,3037,5556,18
3,470000,3037,5556,18
2,330000,3029,13830,18.4
4,437000,3029,13830,18.4
3,355000,3029,13830,18.4
4,1322000,3166,3145,12.3
5,735000,3099,1345,26.1
3,1060000,3079,5549,7.8
2,710000,3079,5549,7.8
3,650000,3079,5549,7.8
2,662000,3079,5549,7.8
3,,3079,5549,7.8
1,405000,3079,1554,7.8
3,625000,3036,2339,14.5
4,630000,3038,3656,15.5
3,710000,3033,5629,11.7
3,,3033,5629,11.7
4,732000,3033,5629,11.7
2,786000,3031,5263,3.4
4,2600000,3101,10331,5.4
3,,3101,10331,5.4
3,,3101,10331,5.4
2,975000,3101,10331,5.4
5,2800000,3101,10331,5.4
4,,3101,10331,5.4
3,1420000,3101,10331,5.4
5,,3101,10331,5.4
3,1800000,3101,10331,5.4
3,1505000,3101,10331,5.4
4,,3101,10331,5.4
3,,3102,2671,7.3
3,1230000,3102,2671,7.3
4,1072000,3173,8459,25.2
3,,3173,8459,25.2
4,430000,3021,2878,14
4,590500,3083,1414,12.1
3,607500,3083,1414,12.1
2,,3012,1808,6.4
4,635000,3075,8279,16.3
3,465000,3075,8279,16.3
4,660000,3075,8279,16.3
3,550000,3075,8279,16.3
3,432000,3075,8279,16.3
3,460000,3075,8279,16.3
3,455000,3910,8743,41
3,590000,3140,6732,29.9
2,525000,3085,4168,12.7
3,632000,3085,4168,12.7
3,865000,3012,3873,6.4
2,600000,3012,3873,6.4
2,584000,3144,4675,5.9
4,4940000,3144,4675,5.9
1,420000,3144,4675,5.9
4,,3144,4675,5.9
4,1550000,3145,8801,8.4
3,2020000,3145,8801,8.4
3,950000,3145,8801,8.4
3,1782500,3145,8801,8.4
4,,3145,8801,8.4
4,1230000,3032,4918,4.3
2,360000,3000,17496,0
1,435000,3000,17496,0
3,270000,3338,4718,29.8
3,1065000,3194,6162,20
3,810000,3194,6162,20
2,636000,3194,6162,20
3,1620000,3194,6162,20
4,451250,3754,5812,25.9
3,443000,3754,5812,25.9
3,1910000,3206,2019,3
3,556000,3082,10529,17.9
3,590000,3082,10529,17.9
2,708000,3132,6871,17.2
5,,3132,6871,17.2
4,1250000,3132,6871,17.2
3,918000,3132,6871,17.2
4,1000000,3132,6871,17.2
3,,3094,3891,16.2
3,715000,3094,3891,16.2
3,780000,3094,3891,16.2
3,930000,3039,6232,6.2
3,800000,3039,6232,6.2
3,1111000,3039,6232,6.2
2,900000,3039,6232,6.2
2,822500,3039,6232,6.2
4,1400000,3039,6232,6.2
1,336000,3039,6232,6.2
3,800000,3189,2555,14.3
3,,3189,2555,14.3
3,740000,3195,3650,21.5
4,,3149,13366,14.2
4,1180000,3149,13366,14.2
4,1226000,3149,13366,14.2
4,1368000,3149,13366,14.2
4,1140000,3149,13366,14.2
4,1777000,3149,13366,14.2
4,,3149,13366,14.2
5,,3170,7113,18.8
3,617000,3170,7113,18.8
3,680000,3170,7113,18.8
3,595000,3170,7113,18.8
4,746000,3170,7113,18.8
2,435000,3163,4442,10.1
4,1641000,3163,4442,10.1
3,,3163,4442,10.1
4,,3163,4442,10.1
3,480000,3805,9376,34.1
3,765000,3805,9376,34.1
1,643700,3015,5498,6.2
2,760000,3015,5498,6.2
5,,3042,2291,10.4
3,675000,3174,11806,22.7
3,615000,3174,11806,22.7
3,522000,3174,11806,22.7
2,885000,3051,6821,1.8
2,,3051,6821,1.8
2,,3051,6821,1.8
2,587134,3051,6821,1.8
3,1080000,3070,11364,5.3
2,,3070,11364,5.3
3,,3070,11364,5.3
3,,3070,11364,5.3
2,570000,3070,11364,5.3
3,1450000,3070,11364,5.3
2,,3070,11364,5.3
3,1400000,3070,11364,5.3
2,1340000,3070,11364,5.3
1,340000,3070,11364,5.3
4,1300000,3070,11364,5.3
4,2340000,3070,11364,5.3
2,1634000,3070,11364,5.3
4,,3070,11364,5.3
4,855333,3046,2651,11.2
2,572000,3046,2651,11.2
3,980000,3166,2547,12.3
3,900000,3167,3692,15.5
4,1410000,3167,3692,15.5
4,1126000,3167,3692,15.5
4,2050000,3204,3578,11.4
2,405000,3204,3578,11.4
5,,3204,3578,11.4
4,364000,3810,17384,47.3
4,1150000,3195,5087,21.5
4,1360000,3195,5087,21.5
3,965000,3052,2309,1.8
3,1040000,3052,2309,1.8
1,248500,3044,7485,8.5
3,960000,3044,7485,8.5
2,1085000,3044,7485,8.5
2,,3044,7485,8.5
3,650000,3044,7485,8.5
4,1970000,3207,8648,3.5
2,1021000,3181,7717,4.6
1,,3181,7717,4.6
3,1220000,3181,7717,4.6
1,240000,3181,7717,4.6
2,610000,3072,14577,8.4
3,1162500,3072,14577,8.4
3,,3072,14577,8.4
3,775000,3072,14577,8.4
4,1142500,3072,14577,8.4
12,,3072,14577,8.4
3,930000,3072,14577,8.4
3,875000,3072,14577,8.4
3,852000,3072,14577,8.4
2,,3054,1008,3.5
5,,3073,21650,12
2,,3073,21650,12
3,,3073,21650,12
3,,3073,21650,12
3,,3073,21650,12
3,,3073,21650,12
3,810000,3073,21650,12
3,,3073,21650,12
5,815000,3073,21650,12
2,610000,3073,21650,12
2,430000,3073,21650,12
2,730000,3073,21650,12
4,680000,3073,21650,12
3,1165000,3121,14949,2.4
3,,3121,14949,2.4
2,790000,3121,14949,2.4
2,870000,3121,14949,2.4
3,,3134,7785,19.9
3,920000,3134,7785,19.9
3,982000,3134,7785,19.9
3,720000,3134,7785,19.9
3,909000,3134,7785,19.9
4,880000,3135,4407,21.3
5,,3135,4407,21.3
3,865000,3134,3619,19.9
3,852000,3084,3540,8.9
2,452000,3084,3540,8.9
3,900000,3084,3540,8.9
2,810000,3084,3540,8.9
4,439000,3064,5833,20.6
4,,3191,4497,15.2
3,,3191,4497,15.2
4,,3191,4497,15.2
3,1820000,3191,4497,15.2
3,1310000,3011,2417,5.1
2,380000,3015,984,6.2
2,611000,3015,984,6.2
4,512000,3752,7969,20.5
2,342500,3752,7969,20.5
4,,3752,7969,20.5
2,,3141,14887,2.7
1,460000,3141,14887,2.7
2,826000,3141,14887,2.7
1,,3141,14887,2.7
2,910000,3141,14887,2.7
3,1715000,3141,14887,2.7
3,1700000,3141,14887,2.7
4,871500,3015,1223,6.2
3,628000,3021,14042,14
5,620000,3021,14042,14
3,,3021,14042,14
3,,3021,14042,14
3,640000,3021,14042,14
3,448000,3021,14042,14
3,,3021,14042,14
5,512000,3021,14042,14
3,621500,3021,14042,14
3,,3021,14042,14
4,,3021,14042,14
3,1225000,3182,13240,5
1,400000,3182,13240,5
1,435000,3182,13240,5
4,1500000,3041,3284,8.2
3,600000,3041,3284,8.2
4,426500,3429,14092,31.7
3,711000,3020,3755,10.5
3,600000,3020,4217,10.5
3,650000,3020,4217,10.5
3,530000,3020,4217,10.5
3,871000,3020,4217,10.5
5,715000,3020,6763,10.5
2,230000,3020,6763,10.5
3,545000,3020,6763,10.5
2,462000,3020,6763,10.5
3,370000,3020,6763,10.5
3,750500,3020,6763,10.5
5,,3127,5457,10.2
4,1751000,3127,5457,10.2
4,,3127,5457,10.2
2,694000,3127,5457,10.2
4,,3127,5457,10.2
3,487000,3037,4242,18
4,550000,3038,5336,15.5
5,800000,3038,5336,15.5
4,740000,3038,5336,15.5
3,816000,3106,6202,15.5
6,1363000,3107,5420,12.4
4,1309000,3107,5420,12.4
4,1358500,3107,5420,12.4
4,610000,3154,1690,27
3,397500,3074,7955,15.3
2,285000,3074,7955,15.3
2,245000,3074,7955,15.3
3,,3074,7955,15.3
3,420000,3074,7955,15.3
3,473000,3074,7955,15.3
4,,3071,8870,7
2,,3071,8870,7
3,1430000,3071,8870,7
3,1380000,3071,8870,7
3,3270000,3142,7217,4.1
4,,3142,7217,4.1
2,386500,3043,3296,12.9
3,852000,3133,4181,17.2
3,820000,3133,4181,17.2
4,965000,3133,4181,17.2
4,850000,3133,4181,17.2
4,1100000,3133,4280,17.2
4,1120000,3133,4280,17.2
4,1030000,3133,4280,17.2
3,,3084,2698,8.9
3,,3152,5424,14.7
3,,3152,7082,14.7
5,1620000,3113,2003,21.1
3,645000,3087,2329,14.5
3,615000,3087,1442,14.5
2,420000,3012,5058,6.4
3,820000,3012,5058,6.4
3,335000,3049,2474,16.5
3,,3049,2474,16.5
4,,3150,7392,16.7
3,1230000,3016,6380,6.8
2,555000,3181,4380,4.6
2,474000,3181,4380,4.6
3,,3181,4380,4.6
2,1350000,3181,4380,4.6
3,1910000,3181,4380,4.6
3,721000,3085,1369,12.7
3,840000,3013,6543,6.3
3,900500,3013,6543,6.3
2,850000,3013,6543,6.3
3,940000,3013,6543,6.3
3,,3067,4019,3
2,910000,3040,1543,7.5
1,312000,3040,1543,7.5
4,965000,3042,3464,10.4
3,680000,3042,3464,10.4
6,870000,3042,3464,10.4
3,845000,3042,3464,10.4
4,931000,3042,3464,10.4
3,912000,3042,3464,10.4
3,2720000,3206,3280,3
3,,3206,3280,3
4,,3206,3280,3
4,,3206,3280,3
4,2040000,3206,3280,3
3,1406000,3206,3280,3
2,740000,3020,2185,10.5
2,480000,3020,2185,10.5
3,,3020,2185,10.5
2,346000,3020,2185,10.5
4,,3078,2211,5.7
4,1165000,3018,5301,11
3,600000,3028,7630,15.5
4,920000,3025,5132,9.4
3,950000,3025,5132,9.4
3,,3022,1281,12.8
3,480000,3022,1281,12.8
3,650000,3022,1281,12.8
2,622500,3143,4836,6.3
4,6050000,3143,4836,6.3
3,1800000,3143,4836,6.3
2,,3143,4836,6.3
3,1250000,3143,4836,6.3
1,385000,3143,4836,6.3
2,870000,3143,4836,6.3
4,1600000,3032,6567,4.3
5,1788000,3032,6567,4.3
2,551000,3032,6567,4.3
5,,3147,3052,10.2
3,1870000,3147,3052,10.2
3,1370000,3147,3052,10.2
3,1595000,3147,3052,10.2
3,1620000,3147,3052,10.2
3,,3147,3052,10.2
5,2100000,3147,2894,10.2
3,770000,3147,2894,10.2
2,1167500,3147,2894,10.2
3,896000,3147,2894,10.2
4,,3147,2894,10.2
2,762000,3195,2824,21.5
3,950000,3195,2824,21.5
4,840000,3049,1130,16.5
4,714000,3049,1130,16.5
3,865000,3034,4502,9.5
2,780000,3034,4502,9.5
3,801000,3034,4502,9.5
3,702500,3034,4502,9.5
4,900000,3034,4502,9.5
3,757000,3034,4502,9.5
3,450000,3034,4502,9.5
2,545000,3340,2871,37.5
3,1100000,3183,2952,6.4
4,2225000,3183,2952,6.4
2,639000,3183,2952,6.4
2,1008000,3103,5682,7.9
5,,3103,5682,7.9
3,2400000,3103,5682,7.9
4,2005000,3103,5682,7.9
5,3320000,3103,5682,7.9
4,,3103,5682,7.9
4,,3103,5682,7.9
3,1060000,3103,5682,7.9
3,,3103,5682,7.9
4,1900000,3103,5682,7.9
3,1840000,3103,5682,7.9
3,1560000,3103,5682,7.9
5,,3103,5682,7.9
4,2400000,3104,7809,9.7
5,1683000,3104,7809,9.7
4,1715000,3104,7809,9.7
5,,3104,7809,9.7
4,2080000,3104,7809,9.7
2,1000000,3104,7809,9.7
5,3225000,3104,7809,9.7
4,,3104,7809,9.7
3,1876000,3104,7809,9.7
6,2900000,3104,7809,9.7
4,1446000,3104,7809,9.7
5,1730000,3104,7809,9.7
3,,3153,5030,23.2
3,,3153,5030,23.2
4,1580000,3193,5366,17.3
4,,3193,5366,17.3
3,1500000,3193,5366,17.3
3,,3081,790,8.8
3,1520000,3204,6795,11.4
5,1800000,3204,6795,11.4
4,1440000,3204,6795,11.4
3,,3204,6795,11.4
5,2478000,3204,6795,11.4
4,1540000,3204,6795,11.4
4,,3204,6795,11.4
4,1470000,3204,6795,11.4
2,505000,3204,6795,11.4
2,1220000,3204,6795,11.4
5,2050000,3204,6795,11.4
3,,3204,6795,11.4
4,1345000,3165,10969,13.8
5,1305000,3165,10969,13.8
3,1700000,3165,10969,13.8
4,1600000,3165,10969,13.8
2,,3165,10969,13.8
2,914000,3165,10969,13.8
4,1660000,3165,10969,13.8
4,1181000,3165,10969,13.8
3,1831000,3165,10969,13.8
2,748000,3165,10969,13.8
5,2125000,3165,10969,13.8
2,,3165,10969,13.8
4,1230000,3165,10969,13.8
3,1300000,3165,10969,13.8
3,1350000,3165,10969,13.8
3,1185000,3165,10969,13.8
3,1100000,3806,17093,35.2
4,,3806,17093,35.2
4,717000,3806,17093,35.2
2,426000,3806,17093,35.2
3,1103000,3806,17093,35.2
4,,3193,2866,17.3
2,790000,3193,2866,17.3
2,,3193,2866,17.3
3,2176000,3193,2866,17.3
2,,3193,2866,17.3
3,800000,3130,5713,13.4
4,1100000,3130,5713,13.4
2,680000,3130,5713,13.4
3,,3130,5713,13.4
4,1940000,3130,5713,13.4
4,,3130,5713,13.4
3,,3130,2867,13.4
4,1050000,3130,2867,13.4
2,,3130,2867,13.4
5,1955000,3130,4387,13.4
4,1501000,3196,2887,27
6,,3196,2887,27
3,1031000,3196,2887,27
4,887000,3155,9704,25
3,750000,3155,9704,25
3,815100,3155,9704,25
2,,3155,9704,25
3,,3128,4605,10.9
3,668000,3019,3589,8.6
2,831500,3019,3589,8.6
3,780000,3088,1390,16.1
3,,3088,1390,16.1
4,,3186,10579,10.5
